URL,Title,Description,Base_url
https://techxplore.com/news/2024-06-method-orchestrating-successful-collaboration-robots.html,New method for orchestrating successful collaboration among robots relies on patience,"New research from the University of Massachusetts Amherst shows that programming robots to create their own teams and voluntarily wait for their teammates results in faster task completion, with the potential to improve manufacturing, ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-mystery-decline-cathode-material-implications.html,Unlocking the mystery behind the performance decline in a promising cathode material—implications for EV batteries,"The first generation of lithium-ion batteries for electric vehicles has been a remarkable success story. Yet, the question arises: What changes to battery materials will spur further advances to extend driving range and lower ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-apple-insists-chatgpt-users-privacy.html,Apple insists its ChatGPT tie-up will protect users' privacy: Here are the questions it must answer first,"Apple, a company known for its longstanding commitment to user privacy, has received flak since unveiling its artificial intelligence (AI) strategy at its Worldwide Developers Conference on June 10. This relates to the centerpiece ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-simpler-method-robots-skills.html,A simpler method to teach robots new skills,"While roboticists have introduced increasingly sophisticated systems over the past decades, teaching these systems to successfully and reliably tackle new tasks has often proved challenging. Part of this training entails ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-image-free-vision-real-photos.html,Using illustrations to train an image-free computer vision system to recognize real photos,"You've likely heard that a picture is worth a thousand words, but can a large language model (LLM) get the picture if it's never seen images before?",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-opinion-ai-magic-wand-built.html,Opinion: AI is not a magic wand—it has built-in problems that are difficult to fix and can be dangerous,"By now, all of us have heard and read a lot about artificial intelligence (AI). You've likely used some of the countless AI tools that are becoming available. For some, AI feels like a magic wand that predicts the future.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-rapidly-declining-batteries-fuel-cells.html,Rapidly declining costs of batteries and fuel cells could soon facilitate the electrification of heavy-duty vehicles,"The electrification of road vehicles has already begun, with most automotive companies now investing in hybrid and electric cars. While these efforts could contribute to reducing carbon emissions worldwide, they have so far ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-robot-height-big-ben.html,Engineers unlock design for record-breaking robot that could jump twice the height of Big Ben,Engineers at The University of Manchester have unlocked the secrets to designing a robot capable of jumping 120 meters—higher than any other jumping robot designed to date.,https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-soft-robotic-gripper-graphene-liquid.html,New soft robotic gripper designed with graphene and liquid crystals,"Eindhoven researchers have developed a soft robotic ""hand"" made from liquid crystals and graphene that could be used to design future surgical robots. The new work has just been published in the journal ACS Applied Materials ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-big-batteries-longstanding-problem-solar.html,Big batteries are solving a longstanding problem with solar power in California. Can they do the same for Australia?,"When you graph electricity demand in power grids with lots of solar panels, it looks a bit like a duck, with high points in the morning and evening (when people are relying on the grid) and a big dip in the middle of the ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-meteoric-south-korea-webtoons-powers.html,Meteoric rise of South Korea's webtoons powers Nasdaq IPO,"When Bae Jin-soo quit his well-paying job at one of South Korea's biggest conglomerates to write stories, his parents were so upset they kicked him out of the house.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-leverage-shadows-3d-scenes-blocked.html,"Researchers leverage shadows to model 3D scenes, including objects blocked from view","Imagine driving through a tunnel in an autonomous vehicle, but unbeknownst to you, a crash has stopped traffic up ahead. Normally, you'd need to rely on the car in front of you to know you should start braking. But what if ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-ai-mainstream-pcs.html,AI goes mainstream as 'AI PCs' hit the market,A new line of PCs specially made to run artificial intelligence programs hit stores on Tuesday as tech companies push toward wider adoption of ChatGPT-style AI.,https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-autonomous-vehicles-safer-human-drivers.html,"Autonomous vehicles found to be safer than human drivers, except in two types of situations",A pair of engineers at the University of Central Florida has found that autonomous vehicles are generally safer than those driven by humans except under two conditions.,https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-wafer-scale-2d-materials-metal.html,Engineers integrate wafer-scale 2D materials and metal electrodes with van der Waals contacts,"A research team has achieved progress in studying van der Waals (vdW) contacts for two-dimensional (2D) electrical devices. The team developed an innovative all-stacking technique for fabricating 2D electrical devices, optimizing ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-experts-vulnerability-arm-memory-tagging.html,Security experts find vulnerability in ARM's memory tagging extensions,A combined team of security experts from Seoul National University and Samsung Research has found a vulnerability in memory tagging extensions (MTEs) employed by ARM processors as a means of protection from memory leaks. ...,https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-perovskite-efficient-photocatalytic-conversion-ethane.html,A perovskite for the efficient photocatalytic conversion of ethane into ethylene and hydrogen,"Ethylene (C2H4) is a highly flammable compound widely used in numerous settings, including the manufacturing of packaging and plastic-based items, the chemical industry, agriculture and health care. Developing effective and ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-mouse-shakers-power-naps-corporate.html,"Mouse shakers, power naps: Corporate America fights 'keyboard fraud'","A US banking giant fired more than a dozen employees for ""simulating keyboard activity,"" highlighting a battle within productivity-obsessed corporate America to tame a culture of faking work with gizmos such as mouse jigglers.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-technique-boost-sodium-ion-battery.html,Researchers develop technique to boost sodium-ion battery capacity,Researchers have developed a new technique to solve the problem of how to increase the capacity of sodium-ion batteries.,https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-chip-maker-onsemi-invest-bn.html,US chip-maker Onsemi to invest $2 bn in Czech plant,"US chip-maker Onsemi will invest up to $2 billion to expand its plant in the Czech Republic, the biggest investment in the country's modern history, the industry minister said Wednesday.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-polymer-electrolyte-membranes-fuel-cells.html,New polymer electrolyte membranes for fuel cells can operate at up to 250 °C,"Hydrogen fuel cells, devices that can convert the chemical energy stored in hydrogen into electrical energy via an electrochemical reaction, are promising solutions for electrifying large vehicles. Fuel cells based on low-temperature ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-catalyst-unveils-hidden-power-green.html,New catalyst unveils the hidden power of water for green hydrogen generation,"Hydrogen is a promising chemical and energy vector to decarbonize our society. Unlike conventional fuels, hydrogen utilization as a fuel does not generate carbon dioxide in return. Unfortunately, today, most of the hydrogen ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-bookingcom-alarm-ai-enabled-scams.html,Booking.com sounds alarm on AI-enabled travel scams,"As travelers rush to book their summer getaways, Booking.com's internet safety boss says watch out for supercharged AI scams.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-energy-efficient-ai-algorithms.html,"Researchers develop new, more energy-efficient way for AI algorithms to process data","It reads. It talks. It collates mountains of data and recommends business decisions. Today's artificial intelligence might seem more human than ever. However, AI still has several critical shortcomings.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-battery-production-eco-friendly.html,New process makes battery production more eco-friendly,"Switching from gas-powered cars to electric vehicles is one way to reduce carbon emissions, but building the lithium-ion batteries that power those EVs can be an energy-intensive and polluting process itself. Now researchers ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-benchmarks-frontier-supercomputer-standard-molecular.html,Breaking benchmarks: Frontier supercomputer sets new standard in molecular simulation,"When scientists pushed the world's fastest supercomputer to its limits, they found those limits stretched beyond even their biggest expectations.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-strategic-placement-hydropower-fish.html,Strategic dam placement can balance hydropower and fish preservation,"Hydropower plants need not be disastrous for fishermen and nature. For that, we need to place new dams more strategically, but also modify or even remove some existing ones. Valerio Barbarossa and Rafael Schmitt showed that ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-thermal-safety-high-capacity-lithium.html,A new thermal regulator could enhance the safety of high-capacity lithium-ion batteries,"High-capacity lithium-ion batteries (LIBs) could play a crucial role in the electrification of vehicles and other large electronics. To successfully deploy these batteries on a large scale, however, engineers will first need ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-code-quelling-electromagnetic.html,Researchers 'crack the code' for quelling electromagnetic interference,"Florida Atlantic Center for Connected Autonomy and Artificial Intelligence (CA-AI.fau.edu) researchers have ""cracked the code"" on interference when machines need to talk with each other—and people.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-strategy-spent-high-voltage-lithium.html,New strategy improves performance of spent high-voltage lithium cobalt oxide batteries,"In a study published in Advanced Materials, a research team led by Prof. Zhang Yunxia from the Hefei Institutes of Physical Science of the Chinese Academy of Sciences has developed an integrated bulk and surface commodification ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-amex-buys-dining-reservation-company.html,AmEx buys dining reservation company Tock from Squarespace for $400M,American Express will acquire the dining reservation and event management platform Tock from Squarespace for $400 million cash.,https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-comedians-ability-llms.html,Stand-up comedians test ability of LLMs to write jokes,A small team of AI researchers at Google's DeepMind project has found that LLMs are not very good at writing jokes that are funny. They asked stand-up comedians to use LLMs to write a stand-up routine for them and posted ...,https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-scientists-efficiency-solar-cells-molecular.html,Scientists achieve 20% efficiency in organic solar cells with new molecular design,"To make organic solar cells (OSC) competitive, the light-absorbing molecules should simultaneously satisfy multiple key requirements, including a weak-absorption charge transfer state, a high dielectric constant, suitable ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-error-free-quantum-approach-circuits.html,Toward error-free quantum computing: A symbolic model checking approach to verify quantum circuits,Quantum computing is a rapidly growing technology that utilizes the laws of quantum physics to solve complex computational problems that are extremely difficult for classical computing. Researchers worldwide have developed ...,https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-russian-hack-london-hospitals-weeks.html,Investigation of Russian hack on London hospitals may take weeks amid worries over online data dump,"An investigation into a ransomware attack earlier this month on London hospitals by the Russian group Qilin could take weeks to complete, the country's state-run National Health Service said Friday, as concerns grow over ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-chatgpt-biased-resumes-credentials-imply.html,ChatGPT is biased against resumes with credentials that imply a disability—but it can improve,"While seeking research internships last year, University of Washington graduate student Kate Glazko noticed recruiters posting online that they'd used OpenAI's ChatGPT and other artificial intelligence tools to summarize ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-nvidia-ai-giant.html,How Nvidia became an AI giant,"It all started at a Denny's in San Jose in 1993. Three engineers—Jensen Huang, Chris Malachowsky and Curtis Priem—gathered at the diner in what is now the heart of Silicon Valley to discuss building a computer chip that ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-facial-recognition-startup-clearview-ai.html,Facial recognition startup Clearview AI settles privacy suit,"Facial recognition startup Clearview AI reached a settlement Friday in an Illinois lawsuit alleging its massive photographic collection of faces violated the subjects' privacy rights, a deal that attorneys estimate could ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-emotions-facts-individual-renewable-energy.html,"Emotions may matter more than facts in shaping individual support for renewable energy, new study shows","It seems like energy policies are constantly making headlines these days. Should Canada ""axe the tax?"" Is it time to end the tax breaks to Canadian fossil fuel companies and invest in renewable energy? Are electric vehicles ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-method-smooth-gait-transitions-hexapod.html,A new method to achieve smooth gait transitions in hexapod robots,"Robots that can navigate various terrains both rapidly and efficiently could be highly advantageous, as they could successfully complete complex missions in challenging environments. For instance, these robots could help ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-dutch-app-supermarket-boss-eyes.html,Dutch app supermarket boss eyes tech boom in online delivery,"Advances in artificial intelligence are poised to drive a ""massive"" boom in online grocery deliveries, according to the head of Picnic, a Dutch app-only supermarket rapidly expanding into Germany and France.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-qa-elephants-trunks-grasp-great.html,Q&A: Elephants use the tips of their trunks to grasp things with great precision—how this can help robotic design?,"An elephant uses its trunk for eating, drinking water, communicating, exploring the environment, social behavior, and making and using tools. The trunk, which contains six muscle groups, is not only very strong—it can uproot ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-australia-large-scale-energy-production.html,Australia needs large-scale energy production—three reasons why offshore wind is a good fit,"On the weekend, an area 20km off the Illawarra coast south of Sydney became Australia's fourth offshore wind energy zone. It's the most controversial zone to date, with consultation attracting a record 14,211 submissions—of ...",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-power-flight-chaos-uk-manchester.html,Power cut causes flight chaos at UK's Manchester airport,"Manchester Airport, the third-busiest in Britain, cancelled over 100 flights affecting thousands of passengers Sunday following a major power cut.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-nvidia-ai-breakthrough.html,Beyond Nvidia: the search for AI's next breakthrough,"For a few days, AI chip juggernaut Nvidia sat on the throne as the world's biggest company, but behind its staggering success are questions on whether new entrants can stake a claim to the artificial intelligence bonanza.",https://techxplore.com/weekly-news/page4.html
https://techxplore.com/news/2024-06-superman-imager-chip-mobile-devices.html,Researchers develop Superman-inspired imager chip for mobile devices,Researchers from The University of Texas at Dallas and Seoul National University have developed an imager chip inspired by Superman's X-ray vision that could be used in mobile devices to make it possible to detect objects ...,https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-legged-dog-robot-hazardous-gases.html,"Four-legged, dog-like robot 'sniffs' hazardous gases in inaccessible environments","Nightmare material or truly man's best friend? A team of researchers equipped a dog-like quadruped robot with a mechanized arm that takes air samples from potentially treacherous situations, such as an abandoned building ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-apple-partners-openai-unveils-intelligence.html,Apple partners with OpenAI as it unveils 'Apple Intelligence',"Apple on Monday unveiled ""Apple Intelligence,"" its suite of new AI features for its coveted devices—and a partnership with OpenAI—as it seeks to catch up to rivals racing ahead on adopting the white-hot technology.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-apple-ai-ambitions-early-leaders.html,Apple expected to enter AI race with ambitions to overtake the early leaders,"Apple's annual World Wide Developers Conference on Monday is expected to herald the company's move into generative artificial intelligence, marking its late arrival to a technological frontier that's expected to be as revolutionary ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-remanufacturing-profitable.html,Making remanufacturing profitable,"Returning end-of-life products to an as-new condition is called remanufacturing and can be an essential element in a circular economy. But for more industrial companies to take an interest in it, remanufacturing must be economically ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-advanced-ai-based-techniques-scale.html,Advanced AI-based techniques scale-up solving complex combinatorial optimization problems,"A framework based on advanced AI techniques can solve complex, computationally intensive problems faster and in a more scalable way than state-of-the-art methods, according to a study led by engineers at the University of ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-source-generalist-robot.html,An open-source generalist model for robot object manipulation,The public release of ChatGPT and other large language models (LLMs) has allowed developers worldwide to start experimenting with these models to enhance the interactive capabilities of their own systems. Similar generalizable ...,https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-world-heaviest-soaring-bird-power.html,World's heaviest soaring bird inspires wind power design,"Mechanical engineers at the University of Alberta have teamed up with a renewable energy company to design and test wind turbines based on the wings of the world's heaviest soaring bird: the Andean condor, which is capable ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-algorithm-language-videos.html,New algorithm discovers language just by watching videos,"Mark Hamilton, an MIT Ph.D. student in electrical engineering and computer science and affiliate of MIT's Computer Science and Artificial Intelligence Laboratory (CSAIL), wants to use machines to understand how animals communicate. ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-algae-real-potential-renewable-electricity.html,"Algae offer real potential as a renewable electricity source, research shows",The need to transition away from fossil fuels to more sustainable energy production is critical. That's why a team of Concordia researchers is looking at a potential power source that not only produces no carbon emissions ...,https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-quantum-random-generator-gbits.html,New quantum random number generator achieves 2 Gbit/s speed,"The reliable generation of random numbers has become a central component of information and communications technology. In fact, random number generators, algorithms or devices that can produce random sequences of numbers, ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-3d-mini-actuators-small-soft.html,"3D-printed mini-actuators can move small soft robots, lock them into new shapes",Researchers from North Carolina State University have demonstrated miniature soft hydraulic actuators that can be used to control the deformation and motion of soft robots that are less than a millimeter thick. The researchers ...,https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-seashells-cement-nature-tougher-material.html,"From seashells to cement, nature inspires tougher building material","Inspired by the material that makes up oyster and abalone shells, engineers at Princeton have created a new cement composite that is 17 times more crack-resistant than standard cement and 19 times more able to stretch and ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-vision-method-characterizes-electronic-material.html,Computer vision method characterizes electronic material properties 85 times faster than conventional approach,"Boosting the performance of solar cells, transistors, LEDs, and batteries will require better electronic materials, made from novel compositions that have yet to be discovered.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-ai-strategy-widespread-portable-robotic.html,"AI strategy may promise more widespread use of portable, robotic exoskeletons—on Earth and in space","Safer, more efficient movements for factory workers and astronauts, and improved mobility for people with disabilities could someday become a more widespread reality, thanks to research published June 12 in the journal Nature.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-weeding-robot-autonomously-seedlings.html,A weeding robot that can autonomously remove seedlings,"Robotic systems are already being deployed in various settings worldwide, assisting humans with a highly diverse range of tasks. One sector in which robots could prove particularly advantageous is agriculture, where they ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-thermoelectric-devices-overheating-issues-transistors.html,"Thermoelectric devices may solve overheating issues in shrinking transistors, researchers say","The electronics industry faces a new challenge. While transistors in computer chips are shrinking, the heat they produce is only increasing. Overheating can cause reduced circuit performance, increased leakage power or even ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-3d-technique-electronics-microchannels-flexible.html,"New 3D printing technique integrates electronics into microchannels to create flexible, stretchable microfluidic devices","The transition from traditional 2D to 3D microfluidic structures is a significant advancement in microfluidics, offering benefits in scientific and industrial applications. These 3D systems improve throughput through parallel ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-japan-law-access-party-apps.html,Japan enacts law ensuring access to third-party apps,Japan on Wednesday enacted legislation to ensure tech giants like Google and Apple give access to third-party smartphone apps and payment systems on their platforms or risk major fines.,https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-people-voice-messages-communications-expert.html,Why are people sending voice messages? Communications expert explains phenomena,"Sometimes a text isn't enough, but a phone or video call would be too much.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-gpt-hptsa-method-autonomously-hack.html,Using GPT-4 with HPTSA method to autonomously hack zero-day security flaws,A team of computer scientists at the University of Illinois Urbana-Champaign has found that hacking zero-day security flaws using the hierarchical planning with task-specific agents (HPTSA) method is far more efficient than ...,https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-exploring-potential-micro-nuclear-reactors.html,Exploring the potential of micro nuclear reactors for electrifying developing regions,The development of technologies to generate affordable electricity and their deployment in remote or developing geographical regions has been the topic of many recent studies. These studies could inform future interventions ...,https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-synthesis-boosts-perovskite-solar-cell.html,Synthesis process boosts perovskite solar cell performance to near market-ready standards,Solar power is not only the fastest growing energy technology in recent history but also one of the cheapest energy sources and the most impactful in terms of reducing greenhouse gas emissions.,https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-technique-ai-ability-3d-space.html,New technique improves AI ability to map 3D space with 2D cameras,Researchers have developed a technique that allows artificial intelligence (AI) programs to better map three-dimensional spaces using two-dimensional images captured by multiple cameras. Because the technique works effectively ...,https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-camera-optical-technology-conceals-plain.html,Information-hiding camera: Optical technology conceals data in plain sight,"Researchers at the University of California, Los Angeles (UCLA) have developed an innovative information-hiding camera to optically transform and conceal input images into ordinary-looking patterns, providing a powerful solution ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-fabric-urban-islands-bearable.html,New fabric makes urban heat islands more bearable,"This year has already seen massive heat waves around the globe, with cities in Mexico, India, Pakistan and Oman hitting temperatures near or past 50 degrees Celsius (122 degrees Fahrenheit).",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-geothermal-key-insights-renewable-energy.html,"Geothermal model gives key insights into extracting renewable energy from superhot, super deep rock","Geothermal energy from the superhot rock miles below our feet has the potential to become a major player in the energy transition, but first we need to develop ways to not only access those rocks, but also extract their heat. ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-cooking-solar-ovens-saharan-africa.html,Cooking with solar ovens in sub-Saharan Africa,"Although sub-Saharan areas may seem perfect for solar ovens, many people use wood or coal as the main source of energy for cooking, especially in areas that are not connected to the power grid.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-robot-driver-seat-automating-car.html,Researchers wonder what if you just put a robot in the driver's seat instead of automating the car?,"A team of roboticists at the University of Tokyo has taken a new approach to autonomous driving—instead of automating the entire car, simply put a robot in the driver's seat. The group built a robot capable of driving a ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-fully-edible-robot-plate-scientists.html,"A fully edible robot could soon end up on our plate, say scientists","A fully edible robot could soon end up on our plate if we overcome some technical hurdles, say EPFL scientists involved in RoboFood—a project which aims to marry robots and food.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-mineralizing-emissions-advanced-reactor-capture.html,Mineralizing emissions: Advanced reactor designs for CO₂ capture,"In advancing sustainable waste management and CO2 sequestration, researchers have crafted reactors that mineralize carbon dioxide with fly ash particles. This avant-garde technique is set to offer a sustainable and lasting ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-carbon-nitride-membrane-lithium-salt.html,New carbon nitride membrane improves lithium extraction from salt lakes,"In a breakthrough for lithium recovery technologies, researchers from the Qingdao Institute of Bioenergy and Bioprocess Technology (QIBEBT) of the Chinese Academy of Sciences, together with collaborators, have developed a ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-technique-capabilities-large-language.html,New technique improves the reasoning capabilities of large language models,"Large language models like those that power ChatGPT have shown impressive performance on tasks like drafting legal briefs, analyzing the sentiment of customer reviews, or translating documents into different languages.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-source-robotic-play-chess-humans.html,An open-source robotic system that can play chess with humans,"Artificial intelligence (AI) systems that can play games with humans have become increasingly advanced and have already been deployed by countless videogame developers worldwide. Most of these systems, however, are designed ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-wearables-swallowables-gps-smart-pills.html,From wearables to swallowables: Engineers create GPS-like smart pills with AI,"Imagine finding your location without GPS. Now apply this to tracking an item in the body. This has been the challenge with tracking ""smart"" pills—pills equipped with smart sensors–once swallowed. At the USC Viterbi School ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-large-scale-simulation-platform-robots.html,A new large-scale simulation platform to train robots on everyday tasks,"The performance of artificial intelligence (AI) tools, including large computational models for natural language processing (NLP) and computer vision algorithms, has been rapidly improving over the past decades. One reason ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-transitioning-renewable-energy-entail-decline.html,Transitioning to renewable energy systems might not entail a decline in net energy,"Energy researchers have been trying to understand the implications of a transition to fully renewable energy for decades. Some past studies suggested that technologies to generate energy from renewable energy sources, such ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-meta-ai-europe-privacy-complaints.html,Meta pauses AI plans in Europe after privacy complaints,"Meta has paused plans to use personal data to train its artificial intelligence technology in Europe, Ireland's regulator said Friday, after the social media giant was hit with privacy complaints.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-generative-ai-school-hospital-rewards.html,"Generative AI at school, work and the hospital: The risks and rewards laid bare","Unlike ""traditional"" AI that relies on predetermined rules and patterns, generative AI is able to produce novel content—like text, video, images, and music. In a way, unlike old AI, generative AI can think outside the box. ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-southwest-airlines-plane-dutch.html,"A Southwest Airlines plane that did a 'Dutch roll' suffered structural damage, investigators say","A Boeing 737 Max suffered damage to parts of the plane's structure after it went into a ""Dutch roll"" during a Southwest Airlines flight last month, U.S. investigators said Friday.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-people-struggle-humans-chatgpt-minute.html,"People struggle to tell humans apart from ChatGPT in five-minute chat conversations, tests show","Large language models (LLMs), such as the GPT-4 model underpinning the widely used conversational platform ChatGPT, have surprised users with their ability to understand written prompts and generate suitable responses in ...",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-elon-musk-449b-tesla-pay.html,How Elon Musk's $44.9B Tesla pay package compares with the most generous plans for other U.S. CEOs,"Even though the median U.S. CEO pay package last year was nearly 200 times more than a worker in the middle of their company pay scales, Elon Musk's record-setting Tesla compensation dwarfs them by comparison.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-serbia-lithium-early-ft.html,Serbia could mine lithium as early as 2028: FT,"President Aleksandar Vucic said Serbia could exploit lithium as early as 2028 following new guarantees from Australian mining giant Rio Tinto and the EU over the controversial project, the Financial Times reported on Sunday.",https://techxplore.com/weekly-news/page5.html
https://techxplore.com/news/2024-06-optical-approach-miniaturize-night-vision.html,New all-optical approach could miniaturize night vision technology,"Researchers from TMOS, the ARC Center of Excellence for Transformative Meta-Optical Systems, have made significant progress in their journey to deliver a new approach to night vision technology, creating an infrared filter ...",https://techxplore.com/weekly-news/page6.html
https://techxplore.com/news/2024-06-carbon-dioxide-fuels-products.html,A better model for converting carbon dioxide into fuels and products,Some parts of the world have been so successful in making inexpensive renewable electricity that we occasionally have too much of it. One possible use for that low-cost energy: Converting carbon dioxide into fuel and other ...,https://techxplore.com/weekly-news/page6.html
https://techxplore.com/news/2024-06-technique-automate-curation-pre-ai.html,New technique can automate data curation for self-supervised pre-training of AI datasets,"A team of computer scientists and AI researchers from FAIR at Meta, INRIA, Université Paris Saclay and Google, has developed a possible means for automating data curation for self-supervised pre-training of AI datasets.",https://techxplore.com/weekly-news/page6.html
https://techxplore.com/news/2024-06-technique-combines-sources-effective-multipurpose.html,New technique combines data from different sources for more effective multipurpose robots,"Let's say you want to train a robot so it understands how to use tools and can then quickly learn to make repairs around your house with a hammer, wrench, and screwdriver. To do that, you would need an enormous amount of ...",https://techxplore.com/weekly-news/page6.html
https://techxplore.com/news/2024-06-amd-unveils-ai-chips-nvidia.html,AMD unveils new AI chips to challenge Nvidia,"AMD on Monday announced its new artificial intelligence chips for everything from cutting-edge data centers to advanced laptops, ramping up its challenge to the runaway market leader Nvidia.",https://techxplore.com/weekly-news/page6.html
https://techxplore.com/news/2024-06-traffic-decrease-bike-lane.html,Study shows traffic speeds decrease when bike lane is present,New Brunswick researchers conducting a study at a high-traffic intersection in a Jersey Shore town have found that the installation of a bike lane along the road approaching the convergence reduced driving speeds.,https://techxplore.com/weekly-news/page6.html
